id,lon,lat,date,day_of_week,month_name
33,2.1734704483308005,41.40441796144141,2019-11-01,Friday,November
32,2.173590074015059,41.40441882073776,2019-04-30,Tuesday,April
31,2.1737096997045033,41.40441967990976,2019-03-20,Wednesday,March
30,2.1738293253991325,41.40442053895739,2019-06-29,Saturday,June
29,2.173948951098947,41.40442139788069,2019-05-13,Monday,May
28,2.174068576803946,41.404422256679624,2019-02-22,Friday,February
27,2.174188202514128,41.4044231153542,2019-04-17,Wednesday,April
26,2.174307828229492,41.40442397390443,2019-09-26,Thursday,September
25,2.174427453950038,41.4044248323303,2019-04-15,Monday,April
24,2.1745470796757655,41.40442569063181,2019-01-29,Tuesday,January
23,2.174666705406673,41.404426548808964,2019-02-16,Saturday,February
22,2.17478633114276,41.40442740686177,2019-07-10,Wednesday,July
21,2.174905956884025,41.40442826479024,2019-03-20,Wednesday,March
20,2.175025582630469,41.40442912259434,2019-02-19,Tuesday,February
19,2.1750871574941932,41.40639219478676,2019-02-20,Wednesday,February
26,2.1704815261872445,41.404261338739296,2019-06-07,Friday,June
33,2.171198705843466,41.404311544582015,2019-11-26,Tuesday,November
35,2.1731719550446025,41.40437077933357,2019-08-29,Thursday,August
27,2.17060172416709,41.40421716784554,2019-09-28,Saturday,September
28,2.170721921985691,41.40417299682438,2019-04-26,Friday,April
36,2.1716777794877147,41.40426995715463,2019-01-21,Monday,January
36,2.172953402880938,41.40430915863867,2019-07-02,Tuesday,July
34,2.1732329095553475,41.40428114250377,2019-09-14,Saturday,September
33,2.1733525349815057,41.40428200204478,2019-05-10,Friday,May
32,2.1734721604128517,41.40428286146142,2019-04-28,Sunday,April
31,2.1735917858493843,41.4042837207537,2019-05-16,Thursday,May
30,2.173711411291104,41.40428457992165,2019-06-25,Tuesday,June
29,2.173831036738008,41.40428543896523,2019-04-09,Tuesday,April
28,2.1739506621900975,41.40428629788447,2019-09-10,Tuesday,September
27,2.1740702876473708,41.40428715667934,2019-10-20,Sunday,October
26,2.1741899131098275,41.40428801534986,2019-04-10,Wednesday,April
25,2.1743095385774662,41.404288873896036,2019-12-06,Friday,December
24,2.1744291640502866,41.40428973231786,2019-04-16,Tuesday,April
23,2.1745487895282887,41.40429059061532,2019-09-19,Thursday,September
22,2.1746684150114706,41.40429144878843,2019-04-09,Tuesday,April
21,2.174788040499832,41.404292306837185,2019-08-22,Thursday,August
19,2.1750278611100415,41.40424898921668,2019-07-04,Thursday,July
29,2.1708421196430465,41.40412882567577,2019-01-22,Tuesday,January
30,2.17096174471757,41.404129687699765,2019-01-01,Tuesday,January
31,2.1710813697972964,41.40413054959941,2019-05-20,Monday,May
32,2.171200994882225,41.40413141137469,2019-02-04,Monday,February
33,2.1713206199723545,41.40413227302563,2019-08-09,Friday,August
36,2.172277776747928,41.404126879943306,2019-12-11,Wednesday,December
34,2.1731144260113755,41.4041902161914,2019-03-02,Saturday,March
33,2.173234051267196,41.40419107585405,2019-11-29,Friday,November
31,2.1734738724832323,41.40414776147818,2019-01-06,Sunday,January
30,2.1735934976720417,41.40414862076641,2019-02-18,Monday,February
29,2.1737131228660376,41.40414947993029,2019-01-30,Wednesday,January
28,2.1738327480652186,41.40415033896982,2019-10-30,Wednesday,October
27,2.1739523732695836,41.40415119788501,2019-10-16,Wednesday,October
26,2.1740719984791337,41.404152056675834,2019-01-03,Thursday,January
25,2.1741916236938668,41.40415291534229,2019-01-17,Thursday,January
24,2.1743112489137815,41.40415377388442,2019-01-06,Sunday,January
23,2.1744308741388787,41.40415463230217,2019-11-03,Sunday,November
22,2.1745504993691567,41.40415549059559,2019-11-08,Friday,November
21,2.1746701246046145,41.40415634876464,2019-06-28,Friday,June
20,2.174848992728288,41.40420266912872,2019-10-24,Thursday,October
35,2.172875746617004,41.40414346317171,2019-02-19,Tuesday,February
34,2.172995942797701,41.40409928975866,2019-01-12,Saturday,January
33,2.173115567883184,41.40410014954295,2019-04-10,Wednesday,April
35,2.171957153772,41.40408707763328,2019-07-23,Tuesday,July
11,2.1461608886554013,41.403849228895304,2019-07-22,Monday,July
23,2.170245140181251,41.40403444710639,2019-07-09,Tuesday,July
24,2.170364765064603,41.40403530974944,2019-02-24,Sunday,February
34,2.171536745982653,41.404070777054706,2019-10-10,Thursday,October
25,2.17048496270244,41.40399113897283,2019-05-13,Monday,May
26,2.17060458751363,41.4039920013658,2019-06-15,Saturday,June
27,2.170724784912857,41.40394783033604,2019-06-19,Wednesday,June
28,2.1708444096518833,41.40394869247896,2019-07-08,Monday,July
29,2.1709640343961127,41.40394955449754,2019-05-05,Sunday,May
30,2.1710836591455447,41.403950416391744,2019-02-24,Sunday,February
31,2.1712032839001787,41.40395127816161,2019-10-22,Tuesday,October
32,2.171419409414911,41.40388978240463,2019-11-10,Sunday,November
33,2.171441961337658,41.4039980346348,2019-11-18,Monday,November
33,2.172997084829468,41.40400922311148,2019-03-14,Thursday,March
31,2.173355959606041,41.404011802083176,2019-10-10,Thursday,October
30,2.1734755845419422,41.404012661491706,2019-06-27,Thursday,June
29,2.1735952094830298,41.404013520775884,2019-04-23,Tuesday,April
28,2.1737148344293034,41.4040143799357,2019-12-13,Friday,December
27,2.1738344593807626,41.40401523897118,2019-06-27,Thursday,June
26,2.173954084337406,41.4040160978823,2019-03-29,Friday,March
25,2.1740737092992344,41.40401695666907,2019-08-08,Thursday,August
24,2.1741933342662447,41.40401781533148,2019-02-16,Saturday,February
23,2.174312959238438,41.40401867386954,2019-09-22,Sunday,September
22,2.174432584215813,41.40401953228326,2019-09-15,Sunday,September
21,2.1745522091983687,41.40402039057261,2019-03-30,Saturday,March
19,2.174851271677419,41.40402253575198,2019-07-28,Sunday,July
33,2.1721366896915035,41.403797150134,2019-07-27,Saturday,July
34,2.1720931500340126,41.403861176028094,2019-09-20,Friday,September
34,2.17271067049622,41.4039531191432,2019-04-16,Tuesday,April
33,2.172878602106046,41.40391829655961,2019-05-20,Monday,May
31,2.1732374763716114,41.40392087589625,2019-04-12,Friday,April
30,2.173357101137178,41.40392173542642,2019-02-03,Sunday,February
29,2.1734767259079315,41.403922594832245,2019-06-02,Sunday,June
28,2.1735963506838725,41.40392345411372,2019-07-27,Saturday,July
27,2.173715975464999,41.40392431327085,2019-02-15,Friday,February
26,2.1738356002513113,41.403925172303616,2019-12-20,Friday,December
25,2.1739552250428082,41.40392603121203,2019-02-17,Sunday,February
24,2.174074849839489,41.403926889996086,2019-08-31,Saturday,August
23,2.174194474641353,41.403927748655796,2019-09-21,Saturday,September
21,2.1744342942810904,41.40388443226109,2019-11-20,Wednesday,November
20,2.174613161488682,41.403930752985524,2019-05-27,Monday,May
24,2.1704883991707846,41.403720939193406,2019-03-18,Monday,March
26,2.1707270752311714,41.40376769713889,2019-04-01,Monday,April
27,2.1708466996399065,41.40376855927638,2019-12-19,Thursday,December
28,2.1709663240538446,41.403769421289525,2019-10-14,Monday,October
30,2.171205000649992,41.40381617824801,2019-04-16,Tuesday,April
31,2.171324625162108,41.40381703988945,2019-01-08,Tuesday,January
32,2.173143546805417,41.40399025912733,2019-04-01,Monday,April
31,2.1731189934674746,41.40382994958894,2019-03-20,Wednesday,March
30,2.1732386180627064,41.40383080924076,2019-01-07,Monday,January
29,2.1733582426631264,41.40383166876824,2019-09-12,Thursday,September
28,2.1734778672687347,41.40383252817135,2019-10-14,Monday,October
26,2.1737176870088204,41.40378921327084,2019-02-05,Tuesday,February
25,2.1738373115474134,41.40379007229955,2019-09-16,Monday,September
24,2.1739569360911912,41.40379093120392,2019-09-11,Wednesday,September
23,2.174076560640153,41.40379178998392,2019-01-14,Monday,January
22,2.17425542733158,41.403838111260555,2019-06-29,Saturday,June
30,2.1713257694903367,41.40372697327588,2019-07-03,Wednesday,July
31,2.1715655901969,41.40368366287025,2019-07-22,Monday,July
32,2.172223714315205,41.403673387179275,2019-05-08,Wednesday,May
30,2.173120135318527,41.40373988293473,2019-12-21,Saturday,December
29,2.1732397597486135,41.40374074258384,2019-04-10,Wednesday,April
27,2.1735388208465265,41.4037428911626,2019-06-17,Monday,June
20,2.174436574349994,41.40370429889317,2019-02-05,Tuesday,February
26,2.1708489896071166,41.40358842606805,2019-12-14,Saturday,December
27,2.1711238059604008,41.40348102958756,2019-05-30,Thursday,May
28,2.1710876654549116,41.40363518326447,2019-09-30,Monday,September
30,2.171446538000393,41.40363776817253,2019-12-29,Sunday,December
31,2.1728814575626467,41.4036931299385,2019-07-16,Tuesday,July
30,2.173001652904637,41.403648956508306,2019-02-25,Monday,February
28,2.1733007135637483,41.40365110570205,2019-11-29,Friday,November
26,2.173599774255284,41.403653254118595,2019-09-26,Thursday,September
25,2.1737193985409746,41.403654113267606,2019-11-08,Friday,November
24,2.1738390228318503,41.40365497229226,2019-10-13,Sunday,October
23,2.17395864712791,41.403655831192566,2019-01-14,Monday,January
21,2.1742577078907384,41.4036579778993,2019-08-09,Friday,August
24,2.170610886761512,41.40349663507867,2019-11-25,Monday,November
28,2.1712084341145097,41.40354597841108,2019-07-15,Monday,July
30,2.1716271181956532,41.40354899358362,2019-12-03,Tuesday,December
31,2.17222523842203,41.40355329833053,2019-08-29,Thursday,August
29,2.173082163674953,41.403589485265336,2019-03-18,Monday,March
27,2.173361667209848,41.40356146878502,2019-11-12,Tuesday,November
26,2.173481291320022,41.40356232818003,2019-03-28,Thursday,March
25,2.1736009154353826,41.40356318745068,2019-02-22,Friday,February
23,2.173840734104622,41.40351987228173,2019-05-16,Thursday,May
22,2.1740195998799794,41.40356619391871,2019-11-18,Monday,November
26,2.1709703309048014,41.40345418816167,2019-05-30,Thursday,May
28,2.1713292024438218,41.4034567734265,2019-06-26,Wednesday,June
30,2.1723631761546573,41.403457781863295,2019-02-23,Saturday,February
29,2.1728843129868065,41.40346796330839,2019-06-21,Friday,June
27,2.1732431847752034,41.40347054260443,2019-06-19,Wednesday,June
25,2.17348300332816,41.40342722817951,2019-08-02,Friday,August
24,2.1736618685873483,41.40347355036867,2019-01-23,Wednesday,January
26,2.1710910993836516,41.403364983427046,2019-01-12,Saturday,January
28,2.171509782290599,41.40336799901582,2019-09-09,Monday,September
27,2.173124702670845,41.403379616303454,2019-11-10,Sunday,November
25,2.1708507070688654,41.40345332615803,2019-10-07,Monday,October
29,2.1718294996802068,41.40345628132396,2019-11-17,Sunday,November
12,2.212890523240059,41.404164176878034,2019-02-25,Monday,February
24,2.1708293012976863,41.403255007203,2019-10-24,Thursday,October
26,2.1723831557007647,41.40312149388126,2019-07-10,Wednesday,July
27,2.1715109263451144,41.40327793239097,2019-08-11,Sunday,August
28,2.1718099851905044,41.40328008544357,2019-12-20,Friday,December
27,2.1730062208967698,41.403288689882096,2019-01-10,Thursday,January
24,2.173485285987525,41.40324709484044,2019-03-19,Tuesday,March
27,2.17181112882697,41.4031900188105,2019-12-16,Monday,December
28,2.1726473501303647,41.403286109856204,2019-09-06,Friday,September
24,2.171262692359171,41.40304195000966,2019-01-27,Sunday,January
25,2.171393591239771,41.403096937703744,2019-08-20,Tuesday,August
27,2.1725031749668697,41.40312493992608,2019-08-16,Friday,August
25,2.1716937930376745,41.403009024420406,2019-05-02,Thursday,May
25,2.1727266367491374,41.4029301336078,2019-11-04,Monday,November
19,2.1702804616362275,41.4031771524461,2019-01-03,Thursday,January
14,2.151566217173749,41.40156528522899,2019-11-10,Sunday,November
13,2.1518534217740655,41.401558395247186,2019-02-18,Monday,February
18,2.1564605342504013,41.4014571522837,2019-02-16,Saturday,February
17,2.1516995901784512,41.401121899462915,2019-07-10,Wednesday,July
19,2.1560465265216564,41.40109381684498,2019-07-26,Friday,July
16,2.1602956082492475,41.40151846360802,2019-11-03,Sunday,November
18,2.158954044360456,41.401201626268836,2019-05-31,Friday,May
14,2.1529284891243776,41.400712974526826,2019-11-09,Saturday,November
13,2.1598672410717543,41.40209308585803,2019-03-12,Tuesday,March
12,2.1603207059395757,41.4023532839298,2019-07-20,Saturday,July
20,2.1576623026014965,41.40130700114757,2019-08-02,Friday,August
31,2.1742879233428574,41.4012712103187,2019-09-16,Monday,September
12,2.210139571023093,41.40183271775704,2019-12-26,Thursday,December
22,2.1575659820300856,41.40113674327253,2019-05-07,Tuesday,May
21,2.1584394896683308,41.40106630711734,2019-03-15,Friday,March
21,2.1570674483679366,41.40116510388596,2019-12-25,Wednesday,December
23,2.1575573348877626,41.401001946139424,2019-09-27,Friday,September
22,2.1585614324286495,41.40088704925427,2019-06-24,Monday,June
21,2.158861060036468,41.400844202674215,2019-10-28,Monday,October
20,2.1591606872631584,41.4008013553098,2019-01-21,Monday,January
16,2.165139895396679,41.4009800083425,2019-01-04,Friday,January
30,2.174365478668772,41.401323733160176,2019-01-11,Friday,January
20,2.15607847050734,41.400936420159155,2019-12-25,Wednesday,December
23,2.1565284967221374,41.40082712656173,2019-07-17,Wednesday,July
24,2.158143348033432,41.4008389535214,2019-01-10,Thursday,January
16,2.1652606671116845,41.40089080972172,2019-03-14,Thursday,March
24,2.157197546251305,41.40089508174437,2019-10-14,Monday,October
24,2.1584441376683805,41.40070604166509,2019-08-07,Wednesday,August
23,2.1587437645146914,41.400663195382045,2019-04-22,Monday,April
22,2.1588024121950005,41.40075369904301,2019-07-19,Friday,July
17,2.1639775279189934,41.40099914223076,2019-10-26,Saturday,October
18,2.1627498260678673,41.40078249133341,2019-08-17,Saturday,August
19,2.16414857811195,41.40078226802302,2019-03-16,Saturday,March
16,2.16538143849645,41.400801610969694,2019-04-08,Monday,April
14,2.1657402949332747,41.40080421353018,2019-07-19,Friday,July
12,2.166160112175115,41.400717181893604,2019-08-24,Saturday,August
29,2.174425673309941,41.40133810726764,2019-01-08,Tuesday,January
17,2.158529308480701,41.40131645710104,2019-11-15,Friday,November
20,2.1558136993960986,41.40059669709925,2019-02-25,Monday,February
23,2.1563513986214566,41.40064567842237,2019-01-19,Saturday,January
26,2.158026054524749,41.400657945516244,2019-04-13,Saturday,April
22,2.1591037806569635,41.40057575225386,2019-04-04,Thursday,April
21,2.159162428763258,41.40066625573664,2019-08-27,Tuesday,August
18,2.162332317311586,41.400689377569265,2019-04-04,Thursday,April
19,2.1627509821130815,41.40069242486856,2019-02-17,Sunday,February
16,2.165502209550977,41.40071241208642,2019-11-09,Saturday,November
14,2.165922026503267,41.40062538131469,2019-07-14,Sunday,July
11,2.166400500536096,41.40062884888675,2019-03-12,Tuesday,March
28,2.1744277897059727,41.40139094908637,2019-10-15,Tuesday,October
14,2.1601956675622525,41.40195026554035,2019-11-07,Thursday,November
16,2.1554135368693865,41.40101260844716,2019-02-16,Saturday,February
24,2.1564123725341537,41.400556050631984,2019-01-27,Sunday,January
26,2.157258018929863,41.40068985376456,2019-11-08,Friday,November
27,2.1577634219392348,41.40056064992083,2019-07-31,Wednesday,July
26,2.1582664533987845,41.4005696296056,2019-06-25,Tuesday,June
25,2.1585660797259862,41.400526783779455,2019-10-18,Friday,October
24,2.1586851169955406,41.40057269169128,2019-08-06,Tuesday,August
21,2.159403406498624,41.40053290424221,2019-08-31,Saturday,August
18,2.1618550006099175,41.40059582663075,2019-02-05,Tuesday,February
19,2.1623334739294577,41.40059931111257,2019-07-13,Saturday,July
13,2.166162414838088,41.40053704880373,2019-08-10,Saturday,August
16,2.15485850488306,41.40045457249623,2019-08-07,Wednesday,August
21,2.1559339002592792,41.40055254153165,2019-04-15,Monday,April
23,2.156174884058267,41.40041919685531,2019-07-25,Thursday,July
24,2.1562945018819613,41.40042007406409,2019-01-23,Wednesday,January
25,2.1572826970045864,41.400708800113705,2019-02-14,Thursday,February
26,2.1566527731589753,41.40046773810868,2019-06-18,Tuesday,June
26,2.158447042625507,41.40048087574571,2019-03-01,Friday,March
23,2.1590451327118285,41.400485248741276,2019-06-17,Monday,June
19,2.161856157882999,41.400505760183584,2019-03-21,Thursday,March
20,2.162334630542073,41.400509244654444,2019-04-14,Sunday,April
21,2.162813103285243,41.400512727135926,2019-05-07,Tuesday,May
15,2.1658633689967135,41.40053488118947,2019-03-29,Friday,March
24,2.179215514190249,41.400653424597316,2019-11-05,Tuesday,November
28,2.158149160018242,41.40038862171889,2019-03-03,Sunday,March
25,2.15880705813973,41.40039343353752,2019-12-18,Wednesday,December
20,2.161857315150822,41.400415693734985,2019-03-04,Monday,March
21,2.1623357871494324,41.40041917819487,2019-05-17,Friday,May
22,2.162814259232139,41.4004226606654,2019-05-08,Wednesday,May
19,2.165266429974125,41.40044047710302,2019-08-29,Thursday,August
